@relation 'trafico2011_15ming'

@attribute intensidad numeric
@attribute tocup numeric
@attribute vmed numeric
@attribute gap numeric
@attribute congestion {0,1}

@data
390,18,48,26,0
372,17,49,28,0
378,17,49,28,0
345,16,50,30,0
325,14,51,33,0
337,14,51,32,0
292,12,52,36,0
273,11,54,40,0
244,10,54,42,0
284,12,53,36,0
245,10,53,38,0
151,5,56,50,0
130,4,57,50,0
114,4,58,53,0
112,4,57,53,0
92,3,57,55,0
78,2.86,56.77,48.89,0
73,2,57,42,0
69,2,58,46,0
57,1,59,51,0
44,1,60,40,0
38,1,56,24,0
18,0,61,17,0
15,0,57,18,0
14,0,60,22,0
13,0,61,18,0
15,0,57,32,0
19,0,56,15,0
16,0,58,20,0
8,0,57,12,0
9,0,56,19,0
13,0,59,0,0
16,0,58,23,0
18,0,58,23,0
14,0,59,5,0
9,0,61,14,0
8,0,59,12,0
18,0,57,25,0
25,0,59,37,0
36,1,58,31,0
57,2,57,44,0
73,2,58,57,0
153,6,57,50,0
316,14,52,30,0
337,15,52,31,0
414,26,41,20,1
441,45,25,9,1
425,48,24,8,0
463,29,38,16,1
479,39,31,11,0
475,33,35,14,1
460,30,38,16,1
451,35,36,14,0
429,27,40,19,0
409,20,49,26,0
491,28,42,17,0
478,32,37,15,0
425,25,43,21,0
432,21,48,23,0
449,22,47,21,0
439,23,46,21,0
441,23,45,21,0
441,22,48,22,0
452,26,43,19,0
378,20,46,26,0
373,17,52,28,0
352,15,52,29,0
363,16,52,28,0
341,15,53,31,0
389,17,50,27,1
436,29,40,18,0
431,20,48,23,0
407,18,51,27,1
432,44,30,11,1
458,46,28,9,1
424,52,24,8,1
442,44,28,10,1
474,41,30,11,0
475,27,42,17,1
472,27,44,18,0
470,25,45,20,0
453,21,48,22,0
479,25,46,19,1
281,30,34,16,1
196,22,32,22,0
431,24,43,20,0
393,18,50,27,1
411,24,44,22,1
415,32,39,18,1
433,27,44,21,0
464,43,27,10,1
439,30,36,16,0
418,33,33,15,0
392,19,48,25,1
421,34,34,15,0
407,26,41,20,0
381,17,49,27,0
382,18,49,27,0
382,17,49,28,0
342,15,51,31,0
359,16,51,30,0
330,14,52,32,0
293,12,53,36,0
280,11,53,39,0
265,11,54,39,0
269,11,54,36,0
241,10,53,37,0
177,7,55,47,0
159,6,57,45,0
133,4,58,41,0
134,5,56,51,0
93,3,58,48,0
85,3,58.43,40.68,0
83,2,56,54,0
62,2,57,48,0
42,1,57,42,0
36,0,59,29,0
29,0,57,28,0
24,0,63,37,0
20,0,57,1,0
22,0,59,29,0
22,0,57,32,0
19,0,60,34,0
22,0,57,33,0
20,0,58,7,0
14,0,59,0,0
22,0,59,24,0
9,0,63,12,0
18,0,57,9,0
15,0,63,0,0
10,0,59,4,0
16,0,60,26,0
14,0,61,0,0
17,0,62,5,0
37,1,59,31,0
44,1,58,44,0
54,1,58,54,0
85,3,59,54,0
184,7,55,44,0
322,14,52,29,0
357,16,51,28,0
427,23,45,21,1
479,37,34,13,1
461,38,31,12,1
463,36,34,14,1
449,43,26,9,0
422,24,42,21,1
468,37,31,12,0
380,17,50,28,0
378,17,50,28,0
390,18,50,28,0
417,20,47,23,0
414,26,42,20,0
334,14,52,32,0
366,19,47,26,0
347,15,51,30,0
326,14,53,33,0
329,15,51,31,0
384,19,48,26,1
476,31,38,15,1
327,45,27,13,1
309,42,27,14,0
456,25,44,19,1
469,41,30,10,0
387,20,47,25,1
442,32,39,17,1
442,42,29,11,0
466,39,31,11,1
458,46,27,9,1
450,52,23,7,1
431,46,29,10,0
470,43,28,10,0
461,48,24,8,1
426,53,24,7,1
454,50,25,8,0
422,33,34,15,0
430,20,50,23,0
433,21,49,23,0
468,24,46,19,0
457,25,45,19,0
475,27,44,18,0
491,35,35,13,0
454,26,42,19,1
418,24,45,22,0
374,16,53,29,0
391,17,51,27,1
433,42,32,12,1
406,44,25,10,0
412,21,45,23,0
453,35,32,13,1
432,39,30,12,0
392,19,47,25,0
475,30,39,15,0
442,24,44,20,0
445,23,45,21,0
451,22,47,21,0
441,28,39,17,0
410,22,45,23,0
391,20,47,25,0
366,17,50,27,0
279,12,53,35,0
294,13,53,33,0
268,11,54,37,0
198,8,56,41,0
137,5,56,51,0
123,4,56,43,0
134,5,55,47,0
95,3,57,54,0
112,4.06,57.76,55.51,0
111,4,58,49,0
113,4,57,52,0
91,3,56,46,0
79,2,58,54,0
69,2,58,40,0
71,2,57,39,0
67,2,56,49,0
62,2,56,55,0
59,2,57,45,0
59,2,55,48,0
55,1,58,37,0
45,1,58,55,0
35,1,55,34,0
47,1,58,40,0
39,1,57,29,0
28,0,58,25,0
30,0,58,28,0
32,0,58,32,0
39,1,57,58,0
33,1,54,37,0
39,1,55,32,0
27,0,60,40,0
39,1,56,36,0
47,1,57,30,0
53,1,60,53,0
81,3,57,51,0
94,3,58,51,0
92,3,57,57,0
111,4,57,53,0
118,4,57,50,0
160,6,57,39,0
148,6,55,40,0
127,5,55,45,0
151,6,56,50,0
183,7,55,44,0
224,9,55,37,0
212,9,55,36,0
287,12,53,31,0
307,13,53,30,0
307,13,54,32,0
248,10,56,37,0
287,12,54,33,0
325,14,54,32,0
332,15,53,30,0
356,16,51,29,0
406,20,48,23,0
350,15,52,31,0
367,16,52,30,0
330,14,54,32,0
361,15,53,32,0
345,15,52,30,0
359,16,53,31,0
349,15,53,31,0
352,15,53,33,0
375,16,52,29,0
375,16,52,29,0
407,17,52,27,1
481,28,44,18,0
386,18,50,24,0
334,14,54,31,0
277,11,56,36,0
248,10,56,37,0
211,8,58,41,0
248,10,55,36,0
207,8,56,40,0
216,8,57,44,0
253,10,56,39,0
271,11,55,35,0
282,11,55,33,0
343,15,52,31,0
311,13,55,33,0
319,14,52,31,0
354,16,51,30,0
317,14,53,32,0
291,13,52,33,0
331,15,51,31,0
325,14,52,31,0
325,15,51,30,0
326,15,51,31,0
317,14,52,30,0
310,14,51,34,0
350,15,51,30,0
290,13,52,34,0
273,12,52,33,0
278,12,53,32,0
309,14,52,33,0
246,10,54,42,0
234,9,54,38,0
207,8,54,42,0
199,8,55,40,0
135,5,56,47,0
108,4,57,53,0
107,4,56,39,0
95,3,57,44,0
88,3,58,45,0
98,3.74,56.03,42.92,0
121,4,56,45,0
120,4,56,41,0
138,5,55,44,0
95,3,55,47,0
105,4,57,44,0
85,3,56,49,0
65,2,55,52,0
57,1,57,57,0
69,2,55,43,0
45,1,58,32,0
47,1,58,51,0
36,1,57,30,0
42,1,56,34,0
36,1,58,32,0
37,1,59,41,0
47,1,56,50,0
24,0,58,38,0
25,0,58,27,0
38,1,57,31,0
30,0,57,29,0
31,0,57,20,0
40,1,61,28,0
30,1,57,35,0
32,1,55,38,0
49,1,59,45,0
60,2,57,45,0
73,2,57,49,0
59,2,56,34,0
67,2,57,51,0
79,2,59,49,0
68,2,57,47,0
95,3,56,42,0
70,2,56,51,0
92,3,57,53,0
100,3,58,51,0
101,4,57,45,0
130,5,56,47,0
129,4,58,50,0
164,6,56,41,0
163,6,58,44,0
141,5,59,54,0
193,7,57,43,0
198,8,56,35,0
214,8,54,39,0
213,8,56,42,0
252,10,55,37,0
279,11,55,35,0
295,12,55,34,0
300,12,55,35,0
332,15,53,29,0
327,14,53,31,0
312,13,53,33,0
322,14,52,32,0
361,16,52,28,0
353,16,52,28,0
385,18,51,27,0
370,16,53,30,0
380,16,53,29,0
316,13,55,33,0
292,11,56,36,0
235,9,56,40,0
196,7,57,41,0
186,7,56,43,0
212,8,58,41,0
200,7,57,40,0
258,10,56,36,0
253,10,55,38,0
270,11,55,37,0
280,12,55,35,0
321,14,54,33,0
337,15,52,31,0
360,17,49,29,0
381,17,51,28,0
351,16,51,29,0
378,17,51,28,0
435,28,39,19,0
392,20,47,25,0
367,17,50,28,0
409,20,47,23,0
404,22,45,23,0
393,19,48,24,0
388,18,49,26,0
342,15,51,29,0
319,14,52,33,0
270,11,53,35,0
263,11,54,37,0
256,11,54,37,0
209,8,54,41,0
192,7,55,43,0
168,6,57,41,0
143,5,55,42,0
123,4,56,47,0
76,2,57,51,0
95,3,57,43,0
84,3,56,53,0
68,2.26,59.74,40.22,0
54,1,57,44,0
73,2,58,50,0
38,1,55,44,0
27,0,59,21,0
30,0,58,44,0
30,0,58,48,0
21,0,61,9,0
23,0,60,34,0
16,0,55,43,0
10,0,59,21,0
13,0,59,12,0
11,0,58,0,0
12,0,62,16,0
4,0,67,0,0
10,0,63,3,0
12,0,55,45,0
12,0,58,0,0
10,0,57,17,0
10,0,61,0,0
16,0,64,5,0
14,0,59,28,0
24,0,56,21,0
49,1,59,58,0
62,2,59,50,0
103,4,57,49,0
175,7,56,43,0
307,14,52,29,0
350,16,51,30,0
465,25,44,19,0
460,43,26,9,0
462,26,42,18,1
442,37,33,14,0
414,23,44,22,0
439,22,45,21,0
466,40,29,11,0
481,46,26,8,1
456,45,26,9,1
462,46,25,8,1
437,29,39,18,0
445,25,43,19,0
434,22,47,21,0
435,21,48,23,0
401,19,48,24,0
456,24,45,20,0
468,25,45,19,0
483,33,37,14,0
417,25,41,20,0
352,15,53,30,0
388,18,50,26,0
461,27,42,17,0
432,21,48,23,0
436,22,47,22,0
472,27,44,19,1
461,31,39,15,0
389,17,51,27,0
402,18,50,26,1
434,29,41,19,1
424,51,23,8,1
458,51,24,8,1
444,48,24,8,1
448,47,25,9,1
439,47,25,8,1
381,23,44,24,0
366,15,53,31,0
408,20,48,25,0
464,25,46,20,0
453,23,45,21,0
466,27,42,18,0
486,31,38,15,0
431,29,38,18,0
434,23,44,20,0
423,32,34,15,0
453,36,33,13,1
441,42,29,10,1
434,41,28,11,1
454,39,30,12,0
420,30,36,17,1
414,48,22,8,1
403,51,21,7,0
379,20,45,24,0
351,16,50,29,0
364,16,49,29,0
312,13,52,34,0
314,13,52,32,0
283,12,52,35,0
290,12,53,36,0
246,10,54,42,0
193,7,56,44,0
241,10,54,37,0
219,9,52,36,0
134,5,57,48,0
115,4,57,48,0
130,4,57,45,0
95,3,57,52,0
60,1,59,51,0
56,1.73,59.25,35.66,0
50,1,59,49,0
47,1,59,39,0
40,1,57,38,0
39,1,59,35,0
21,0,57,34,0
15,0,59,7,0
19,0,58,9,0
24,0,58,41,0
18,0,60,12,0
13,0,56,21,0
15,0,58,0,0
9,0,53,0,0
8,0,62,0,0
7,0,57,39,0
5,0,56,0,0
14,0,57,33,0
6,0,67,0,0
6,0,59,15,0
11,0,59,0,0
14,0,58,24,0
18,0,59,9,0
25,0,57,24,0
44,1,60,22,0
60,2,58,49,0
71,2,59,54,0
153,6,56,50,0
279,12,53,33,0
299,13,52,30,0
432,23,45,21,1
454,44,26,9,1
454,44,27,10,0
484,28,41,17,1
431,49,24,8,0
450,34,33,13,0
478,43,28,9,1
418,27,39,19,0
392,18,50,27,0
450,34,35,15,0
498,41,30,10,0
461,26,43,19,1
452,27,42,18,0
417,20,49,25,0
423,23,44,22,0
463,27,42,18,0
455,24,47,21,0
448,28,41,18,0
474,31,38,15,0
466,37,33,12,0
460,42,27,10,0
405,25,43,22,0
367,16,52,30,0
354,15,53,32,0
364,16,53,30,0
418,19,50,24,0
411,19,50,26,0
444,26,43,20,1
462,50,25,8,1
464,47,25,8,1
448,47,24,8,0
467,41,29,10,1
491,34,37,15,1
444,43,31,12,0
345,14,53,33,0
359,15,54,32,0
381,18,49,27,0
481,24,48,21,0
489,27,42,17,0
473,25,46,19,0
477,30,40,16,1
334,46,25,10,1
322,43,27,14,1
434,39,33,13,1
433,40,29,11,1
445,46,24,8,1
437,37,32,13,1
421,47,24,9,0
427,25,40,19,1
438,40,28,11,0
452,32,34,15,0
390,26,39,20,0
343,15,50,30,0
344,15,51,31,0
345,15,52,32,0
329,14,52,33,0
293,12,53,37,0
299,12,52,35,0
288,12,54,37,0
236,9,54,41,0
272,11,54,35,0
232,10,53,38,0
143,5,57,46,0
117,4,57,50,0
137,5,57,54,0
113,4,57,44,0
78,2,59,54,0
59,1.93,59.03,50.58,0
73,2,57,49,0
71,2,58,45,0
53,1,61,52,0
38,1,59,48,0
41,1,59,40,0
31,0,59,32,0
27,0,60,30,0
15,0,59,15,0
24,0,59,17,0
5,0,59,0,0
13,0,55,8,0
12,0,61,9,0
11,0,57,4,0
8,0,61,0,0
13,0,61,20,0
13,0,59,6,0
4,0,63,0,0
9,0,56,41,0
10,0,57,26,0
18,0,59,22,0
20,0,58,17,0
20,0,60,53,0
33,0,61,41,0
66,2,59,48,0
75,2,58,46,0
182,7,56,47,0
280,12,54,37,0
325,14,52,30,0
394,21,45,23,0
477,36,34,12,0
454,31,37,16,1
465,40,30,11,0
470,40,29,11,0
440,28,38,18,0
462,29,40,17,0
398,21,46,24,0
387,18,50,27,0
423,19,49,24,0
496,33,37,14,0
351,16,51,29,0
351,15,52,31,0
365,16,51,29,0
342,15,52,31,0
315,13,53,33,0
332,15,52,31,0
360,15,52,30,0
358,16,51,30,0
368,16,51,30,0
421,24,45,21,0
442,21,48,22,0
383,17,51,28,0
392,18,51,26,1
406,25,45,22,1
458,45,27,9,1
391,53,24,8,1
455,49,24,8,1
251,61,18,8,1
308,63,24,8,1
197,70,15,7,1
228,67,15,6,1
393,55,22,7,1
476,46,27,9,1
425,49,24,8,1
480,46,28,9,1
432,47,27,9,0
423,27,41,20,0
373,15,53,30,0
390,17,51,27,0
462,28,43,18,0
441,25,43,20,0
416,32,33,15,0
425,25,41,20,1
460,35,33,13,1
441,50,23,8,1
445,50,24,8,1
417,47,22,8,1
395,50,21,8,0
470,31,36,14,1
448,41,29,11,1
425,48,23,8,1
448,34,33,14,0
457,32,35,14,0
459,33,35,15,0
420,21,48,23,0
384,18,49,25,1
304,24,43,27,0
258,10,54,38,0
204,8,55,43,0
235,9,55,42,0
228,9,55,46,0
150,5,57,48,0
163,6,58,48,0
321,13,54,35,0
304,13,54,37,0
225,9,55,43,0
94,3.41,58.38,62.03,0
80,2,57,45,0
68,2,60,46,0
54,1,59,42,0
39,1,57,39,0
33,1,57,31,0
36,0,57,45,0
39,1,56,40,0
28,0,55,34,0
36,1,52,42,0
26,0,55,27,0
21,0,53,4,0
13,0,56,0,0
13,0,50,35,0
14,0,47,36,0
10,0,52,0,0
20,0,58,26,0
17,0,57,0,0
12,0,57,18,0
13,0,61,18,0
11,0,62,51,0
15,0,66,0,0
28,0,59,22,0
36,1,58,38,0
58,1,57,52,0
72,2,57,41,0
182,7,56,39,0
302,13,52,30,0
317,14,52,29,0
411,20,49,24,0
470,35,35,14,1
455,41,28,11,1
474,41,31,11,0
393,26,39,20,0
447,27,41,19,0
452,36,32,13,0
493,28,43,17,1
469,41,30,11,0
459,32,36,15,0
428,28,39,18,0
385,17,50,28,0
334,14,53,31,0
336,15,52,32,0
359,16,51,30,0
362,16,51,28,0
353,15,53,32,0
338,16,50,30,0
354,15,52,31,0
366,17,50,29,0
334,15,52,31,0
393,18,50,26,0
385,17,51,27,0
417,19,50,25,0
375,17,51,29,0
464,27,43,19,0
437,25,44,20,0
399,18,50,27,1
433,28,42,20,1
399,53,21,7,1
453,47,24,8,1
446,45,26,9,0
504,33,38,14,1
431,31,37,17,0
343,14,54,33,0
412,18,53,26,0
436,20,50,24,0
359,15,53,30,0
364,16,51,29,0
356,16,52,29,0
311,12,55,38,0
411,21,47,23,0
424,42,26,10,1
409,39,30,13,1
424,46,24,9,1
426,46,25,9,1
433,44,29,11,1
402,49,24,9,1
413,40,28,11,1
418,47,24,8,0
441,43,26,10,0
440,24,43,20,0
461,28,40,17,0
417,24,43,21,0
338,15,51,32,0
329,14,52,33,0
297,12,53,35,0
298,13,52,36,0
259,10,54,40,0
231,9,55,41,0
280,12,53,36,0
237,10,54,38,0
176,7,56,45,0
146,5,57,51,0
137,5,57,52,0
158,7,53,45,0
141,6,54,48,0
129,5.93,55.28,45.76,0
120,5,57,51,0
111,4,56,46,0
77,3,57,43,0
58,1,58,52,0
44,1,60,34,0
43,1,59,36,0
36,1,62,47,0
49,1,58,36,0
41,1,58,33,0
31,1,61,24,0
37,1,60,34,0
32,1,57,28,0
29,0,58,31,0
24,0,56,31,0
14,0,65,24,0
23,0,57,28,0
15,0,60,0,0
13,0,58,14,0
24,0,58,17,0
27,0,58,25,0
34,0,57,30,0
31,1,57,12,0
50,1,58,41,0
71,2,59,43,0
87,3,58,51,0
196,8,55,38,0
308,13,52,30,0
330,15,51,31,0
396,22,44,20,0
444,31,35,15,0
409,20,46,23,0
419,28,38,18,1
446,32,36,15,0
485,31,37,15,0
422,22,45,22,0
355,16,51,30,0
377,17,51,28,0
385,18,50,26,0
402,21,46,24,0
459,25,44,20,0
357,16,53,30,0
370,17,51,26,0
370,16,52,29,0
386,17,52,28,0
424,25,42,20,0
431,21,48,23,0
462,28,41,18,1
407,25,43,21,0
425,19,50,25,0
437,21,48,23,1
468,37,32,12,1
463,34,36,14,1
463,40,30,11,1
423,50,26,9,1
449,50,24,8,1
456,40,31,11,1
489,41,31,11,1
444,46,27,9,1
427,50,24,8,1
375,55,26,8,1
447,50,24,8,1
316,60,22,8,1
370,53,26,9,1
435,47,26,9,0
431,22,46,22,0
424,22,47,22,0
392,17,52,28,0
390,17,52,27,0
392,17,52,28,0
421,20,48,24,0
414,25,41,20,0
373,17,49,28,0
407,19,49,26,1
395,29,40,20,1
452,42,27,10,1
359,23,42,23,0
384,23,43,23,1
423,33,35,15,1
426,39,29,12,1
386,23,43,23,0
354,17,49,29,0
341,16,47,30,0
343,15,51,32,0
320,14,53,34,0
298,12,52,35,0
295,12,52,36,0
282,11,54,36,0
225,9,54,41,0
272,11,54,37,0
171,6,52,41,0
266,12,50,38,0
206,10,49,40,0
142,5,55,46,0
119,4,55,49,0
110,4,56,55,0
97,3,55,47,0
106,4,55,46,0
98,3,54,46,0
65,2,55,50,0
62,2,56,52,0
58,2,55,52,0
42,1,56,43,0
59,2,56,55,0
41,1,55,45,0
44,1,57,38,0
42,1,57,35,0
19,0,58,33,0
41,1,54,46,0
36,1,55,44,0
33,1,55,17,0
24,0,57,41,0
24,0,58,35,0
26,0,57,36,0
27,0,60,19,0
23,0,61,18,0
24,0,58,37,0
34,1,58,46,0
39,1,57,31,0
30,1,57,47,0
43,1,59,27,0
56,2,57,38,0
80,2,57,55,0
71,2,57,57,0
77,2,57,48,0
101,4,55,49,0
106,4,56,44,0
127,5,56,52,0
111,4,58,54,0
133,5,56,51,0
127,5,57,52,0
156,6,58,50,0
147,5,59,52,0
174,6,59,47,0
217,8,56,40,0
194,7,57,43,0
193,7,57,43,0
198,7,58,41,0
234,9,57,41,0
256,10,57,39,0
254,10,56,38,0
278,12,54,35,0
291,12,55,35,0
291,12,55,37,0
293,12,55,35,0
323,14,53,31,0
322,13,54,34,0
305,12,54,35,0
305,12,55,36,0
323,13,54,35,0
303,12,55,35,0
295,11,56,35,0
310,12,55,34,0
282,11,55,38,0
254,10,57,40,0
242,9,56,40,0
211,8,57,39,0
195,7,59,46,0
196,7,58,43,0
153,5,58,45,0
145,5,59,47,0
154,5,59,47,0
170,6,59,47,0
157,6,59,44,0
155,5,58,44,0
184,7,59,40,0
211,8,56,39,0
201,8,57,39,0
239,10,55,40,0
241,10,55,38,0
266,11,54,38,0
262,11,53,36,0
201,8,56,41,0
251,10,54,39,0
238,9,55,41,0
282,11,54,38,0
278,11,53,36,0
299,13,52,35,0
304,13,53,33,0
311,13,53,35,0
271,11,53,38,0
243,9,55,40,0
206,8,55,44,0
121,4,58,42,0
95,3,57,50,0
51,1,61,44,0
37,1,56,48,0
36,1,58,38,0
42,1,57,27,0
70,2,58,59,0
74,2,58,52,0
106,3.94,57.53,54.1,0
151,6,55,47,0
178,7,53,40,0
222,9,54,37,0
239,10,53,38,0
239,10,53,37,0
223,9,54,41,0
253,11,53,37,0
196,8,52,42,0
206,8,53,41,0
162,6,54,46,0
141,5,54,48,0
128,4,56,52,0
81,2,55,51,0
84,3,56,47,0
62,2,58,52,0
47,1,57,51,0
61,2,56,40,0
37,1,59,26,0
35,1,55,37,0
31,0,57,21,0
22,0,57,32,0
18,0,59,14,0
21,0,56,20,0
18,0,60,12,0
31,0,58,37,0
34,1,60,32,0
46,1,58,53,0
35,1,55,34,0
38,1,57,41,0
34,1,60,60,0
37,1,58,34,0
42,1,57,32,0
41,1,59,37,0
36,0,58,29,0
36,1,60,37,0
44,1,60,36,0
29,0,61,47,0
29,0,61,20,0
35,0,60,33,0
53,1,61,48,0
46,1,60,49,0
54,1,60,29,0
56,1,59,56,0
72,2,62,35,0
96,3,59,39,0
96,3,59,51,0
135,5,58,43,0
161,6,56,40,0
146,5,58,44,0
198,8,55,43,0
221,9,56,41,0
255,10,56,40,0
307,13,54,34,0
310,13,54,35,0
338,15,52,31,0
351,15,52,31,0
364,15,54,31,0
325,13,55,34,0
255,10,56,38,0
205,7,57,46,0
165,6,59,44,0
131,4,59,46,0
99,3,61,45,0
97,3,60,53,0
87,3,60,48,0
82,2,62,50,0
125,4,57,44,0
150,5,58,46,0
146,5,58,45,0
182,7,58,39,0
213,8,55,40,0
243,10,54,37,0
246,10,55,40,0
280,12,54,36,0
316,14,53,33,0
311,13,53,33,0
321,14,50,31,0
355,16,50,28,0
352,16,50,29,0
350,17,49,28,0
333,15,51,30,0
308,14,51,32,0
300,13,52,33,0
256,11,54,38,0
225,9,54,41,0
192,8,54,45,0
202,8,54,45,0
184,7,55,47,0
156,6,55,46,0
131,5,56,46,0
98,3,57,50,0
75,2,57,50,0
79,3,56,39,0
76,2,56,57,0
94,3,57,56,0
73,2.74,56.4,53.08,0
62,2,57,46,0
71,2,58,59,0
70,2,56,48,0
59,2,56,52,0
51,1,59,48,0
35,1,57,42,0
38,1,61,47,0
27,0,54,28,0
24,0,61,35,0
21,0,58,25,0
17,0,61,18,0
15,0,61,19,0
16,0,56,11,0
14,0,55,0,0
8,0,55,0,0
10,0,59,0,0
12,0,63,4,0
12,0,58,24,0
17,0,55,25,0
8,0,63,0,0
14,0,59,6,0
14,0,64,25,0
21,0,61,7,0
21,0,60,17,0
29,0,57,37,0
36,1,60,57,0
60,2,58,44,0
44,1,58,34,0
52,1,58,61,0
76,2,56,56,0
85,3,55,47,0
76,2,58,56,0
71,2,59,39,0
78,2,57,47,0
102,3,56,44,0
110,4,58,51,0
86,3,58,55,0
122,4,57,42,0
129,4,58,50,0
144,5,59,43,0
123,4,58,51,0
134,5,58,46,0
184,7,58,46,0
211,8,56,41,0
226,9,56,40,0
280,12,54,35,0
304,13,53,32,0
325,14,53,30,0
354,15,52,28,0
390,18,49,27,0
357,16,50,26,0
386,17,52,28,0
405,18,51,25,0
342,15,53,32,0
349,15,54,31,0
320,13,54,34,0
341,15,52,30,0
321,13,55,34,0
258,10,55,37,0
241,9,57,34,0
214,8,57,43,0
233,9,58,41,0
194,7,57,45,0
196,7,57,40,0
211,8,58,46,0
223,9,56,37,0
252,10,56,37,0
296,12,54,33,0
307,13,54,33,0
254,10,55,42,0
286,12,54,39,0
286,12,53,34,0
287,12,53,35,0
296,15,51,33,1
240,62,14,7,1
398,41,29,12,0
322,15,49,31,0
329,14,51,32,0
286,12,52,35,0
292,13,52,35,0
298,12,54,35,0
299,13,52,35,0
254,11,53,36,0
249,10,54,40,0
225,9,54,40,0
252,10,54,41,0
200,8,55,43,0
194,8,54,42,0
204,8,54,37,0
171,7,55,45,0
124,4,55,55,0
125,4,57,50,0
101,3,56,47,0
95,3,56,54,0
80,2,57,50,0
73,2,56,54,0
67,2,58,55,0
70,2,60,55,0
54,1,57,44,0
29,0,60,41,0
32,1,55,53,0
31,0,57,24,0
17,0,57,11,0
24,0,60,33,0
17,0,59,31,0
15,0,57,11,0
18,0,58,25,0
17,0,58,33,0
11,0,57,30,0
15,0,60,11,0
11,0,54,43,0
12,0,58,54,0
15,0,57,32,0
22,0,57,22,0
25,0,59,31,0
19,0,62,13,0
30,0,58,45,0
50,1,57,31,0
48,1,59,36,0
80,2,57,50,0
170,7,55,43,0
249,10,54,36,0
276,12,53,34,0
337,16,50,29,0
449,36,31,13,0
465,36,32,13,1
468,41,29,11,0
402,21,47,25,0
444,22,46,21,0
471,25,44,19,0
490,30,40,16,0
443,22,47,21,0
463,24,45,20,0
437,25,43,20,0
431,20,49,23,0
381,18,50,26,0
423,23,45,21,0
403,19,50,24,0
442,22,48,22,0
424,22,47,23,0
377,19,48,26,0
408,19,49,24,0
362,17,50,28,0
373,17,50,28,0
414,22,46,23,0
390,19,48,25,0
394,22,44,23,1
439,40,27,10,0
399,22,46,24,0
440,23,47,22,1
463,31,40,17,1
463,39,32,13,0
463,33,35,14,0
486,26,45,19,0
397,18,52,27,0
454,26,44,20,0
468,28,42,17,0
368,16,52,29,0
386,17,52,26,0
369,16,52,28,0
441,21,49,22,0
416,20,49,24,0
454,23,47,21,0
435,24,45,20,0
481,36,34,13,1
335,34,31,13,1
420,31,36,16,0
457,35,34,13,1
467,33,38,15,0
408,20,48,24,1
433,36,31,13,0
379,17,50,26,0
383,17,49,28,0
345,16,50,30,0
343,15,51,30,0
349,15,52,30,0
332,15,51,32,0
357,16,50,30,0
375,18,49,26,0
343,15,52,32,0
309,14,52,32,0
288,12,53,34,0
210,8,54,42,0
229,9,54,38,0
202,8,56,42,0
145,5,56,47,0
119,4,57,47,0
102,3,58,54,0
87,3,58,55,0
65,2,57,52,0
61,2.36,58.43,62.3,0
59,1,57,60,0
51,1,58,38,0
51,1,58,34,0
39,1,59,34,0
19,0,58,11,0
27,0,57,7,0
29,0,59,33,0
20,0,56,34,0
9,0,63,0,0
15,0,56,53,0
17,0,59,49,0
16,0,58,19,0
9,0,63,3,0
11,0,62,21,0
18,0,58,8,0
15,0,66,0,0
12,0,60,0,0
9,0,56,0,0
13,0,60,55,0
17,0,63,7,0
15,0,58,17,0
15,0,59,28,0
31,0,58,29,0
54,1,59,47,0
68,2,60,61,0
130,5,57,51,0
255,11,54,39,0
285,12,52,33,0
332,15,50,29,1
457,31,38,16,0
417,26,39,19,0
349,16,50,29,0
318,14,52,34,0
312,13,52,36,0
323,14,51,32,0
364,16,52,31,0
315,13,53,34,0
335,14,52,32,0
324,14,52,32,0
324,14,53,32,0
320,13,54,34,0
349,16,51,29,0
332,14,54,33,0
326,14,53,33,0
358,16,52,30,0
403,21,46,23,0
421,25,44,22,0
391,18,50,27,0
382,17,51,28,0
395,18,50,26,0
433,21,49,22,1
445,33,36,15,0
379,17,51,29,0
408,19,50,26,1
450,39,32,12,0
424,21,47,23,0
435,27,42,20,1
438,48,25,9,1
425,37,34,14,0
379,17,51,28,0
483,24,47,19,0
483,26,44,18,0
405,18,52,26,0
373,16,54,28,0
402,18,52,27,0
446,21,49,22,0
446,22,48,22,0
425,20,49,24,0
443,22,48,22,0
438,25,43,20,0
374,16,51,29,0
383,18,49,27,1
442,37,32,13,1
432,49,24,8,1
445,49,22,7,1
420,47,23,8,1
421,43,25,10,0
434,35,31,13,0
451,31,38,17,1
418,44,26,10,0
425,26,41,19,0
452,26,42,19,0
430,24,44,21,0
380,18,49,26,0
370,17,49,26,0
339,15,51,31,0
290,12,52,32,0
275,11,54,34,0
240,9,55,40,0
225,9,55,40,0
194,7,56,42,0
151,6,56,48,0
114,4,57,45,0
104,4,55,53,0
88,3,57,45,0
89,3.42,57.24,41.78,0
71,2,58,54,0
85,3,58,50,0
55,1,54,43,0
49,1,57,41,0
33,0,59,60,0
33,1,56,39,0
32,0,55,28,0
18,0,60,20,0
24,0,63,51,0
23,0,57,19,0
18,0,57,43,0
12,0,58,20,0
17,0,60,16,0
6,0,62,0,0
16,0,56,17,0
17,0,60,19,0
13,0,60,4,0
8,0,53,0,0
15,0,62,22,0
6,0,57,0,0
14,0,57,0,0
21,0,61,16,0
49,1,57,38,0
47,1,61,43,0
69,2,59,49,0
