45	R-HSA-451927
29	R-HSA-452723
231	R-HSA-453274
104	R-HSA-453276
169	R-HSA-453279
1	R-HSA-4549349
1	R-HSA-4549356
1	R-HSA-4549380
1	R-HSA-4551295
72	R-HSA-4551638
32	R-HSA-456926
49	R-HSA-4570464
1	R-HSA-4570571
83	R-HSA-4608870
43	R-HSA-4615885
73	R-HSA-4641257
75	R-HSA-4641258
32	R-HSA-4641262
22	R-HSA-4641263
12	R-HSA-4641265
21	R-HSA-4655427
1	R-HSA-4687000
3	R-HSA-4717374
3	R-HSA-4719360
3	R-HSA-4719377
1	R-HSA-4720454
1	R-HSA-4720475
1	R-HSA-4720489
1	R-HSA-4724289
1	R-HSA-4724325
11	R-HSA-4755510
1	R-HSA-4755579
1	R-HSA-4755583
2	R-HSA-4755609
35	R-HSA-4791275
1	R-HSA-4793950
1	R-HSA-4793952
1	R-HSA-4793953
1	R-HSA-4793954
2	R-HSA-480985
291	R-HSA-4839726
14	R-HSA-4839735
15	R-HSA-4839743
14	R-HSA-4839744
14	R-HSA-4839748
28	R-HSA-499943
22	R-HSA-500657
3	R-HSA-500753
493	R-HSA-500792
21	R-HSA-5083625
2	R-HSA-5083627
2	R-HSA-5083628
3	R-HSA-5083629
8	R-HSA-5083630
22	R-HSA-5083632
3	R-HSA-5083633
38	R-HSA-5083635
21	R-HSA-5083636
15	R-HSA-5099900
48	R-HSA-512988
13	R-HSA-5140745
118	R-HSA-5173105
39	R-HSA-5173214
33	R-HSA-5205647
22	R-HSA-5205685
7	R-HSA-5210891
20	R-HSA-5213460
20	R-HSA-5218859
10	R-HSA-5218900
28	R-HSA-5218920
18	R-HSA-5218921
4	R-HSA-5221030
26	R-HSA-5223345
119	R-HSA-5250913
98	R-HSA-5250924
125	R-HSA-5250941
5	R-HSA-5250955
3	R-HSA-5250958
4	R-HSA-5250968
